Species Type,Genus,Species,Brain mass (g),Body mass (g)
B,Polytelis,alexandrae,2.92,106.9
B,Charadrius,alexandrinus,0.893,37.294
B,Alle,alle,2.3,96
B,Alle,alle,1.733,97.52
B,Alle,alle,1.67,143.8
B,Alle,alle,1.65,143.8
B,Alle,alle,1.8,159.4
B,Alle,alle,2.118,104.87
B,Alle,alle,2.118,104.87
B,Alle,alle,2.091,109.14
B,Alle,alle,1.939,110.39
B,Alle,alle,1.88,151
B,Alle,alle,1.93,167.6
B,Alle,alle,1.93,102
B,Alle,alle,1.92,104
B,Calidris,alpina,0.843,47.194
B,Calidris,alpina,0.92,37.888
B,Calidris,alpina,0.84,37.361
B,Calidris,alpina,0.851,40.679
B,Calidris,alpina,0.89,37.034
B,Calidris,alpina,0.834,30.691
B,Calidris,alpina,0.854,34.876
B,Calidris,alpina,0.85,37.1
B,Strix,aluco,6.927,445.73
B,Strix,aluco,10.319,462
B,Strix,aluco,8.74,605
B,Strix,aluco,9.065,589
B,Strix,aluco,9.26,543
B,Strix,aluco,8.841,518
B,Strix,aluco,10.5,492.5
B,Strix,aluco,10.1,468.5
B,Strix,aluco,8.682,708
B,Strix,aluco,8.847,580
B,Strix,aluco,8.068,528
B,Strix,aluco,9.691,433
B,Strix,aluco,10.085,640
B,Strix,aluco,10.227,427
B,Strix,aluco,9.8,452.5
B,Strix,aluco,10.835,545
B,Strix,aluco,9.159,503
B,Strix,aluco,10.17,502.8
B,Strix,aluco,9.9,507.5
B,Strix,aluco,9.657,504
B,Strix,aluco,10.79,617.3
B,Strix,aluco,10.4,544.5
B,Strix,aluco,9.454,522
B,Strix,aluco,7.7,436.5
B,Strix,aluco,7.676,525
B,Strix,aluco,9.752,590
B,Strix,aluco,8.533,528
B,Strix,aluco,9.536,264.888
B,Strix,aluco,9.4,488.5
B,Strix,aluco,7.02,335
B,Strix,aluco,8.25,605
B,Strix,aluco,8.73,336.5
B,Strix,aluco,8.4,540
B,Strix,aluco,8.944,453
B,Strix,aluco,9.95,472.2
B,Strix,aluco,8.759,425.169
B,Strix,aluco,9.5,477
B,Strix,aluco,10.08,424
B,Strix,aluco,8.008,460
B,Strix,aluco,9.7,436
B,Strix,aluco,8.82,401.6
B,Strix,aluco,8.458,241.704
B,Strix,aluco,9.251,412
B,Strix,aluco,9.943,398.112
B,Strix,aluco,6.32,365.778
B,Strix,aluco,8.56,419.5
B,Strix,aluco,10.285,325
B,Strix,aluco,8.16,462
B,Strix,aluco,9.37,443.1
B,Strix,aluco,9.761,419
B,Strix,aluco,10.464,260.825
B,Strix,aluco,8.306,409.711
B,Strix,aluco,9.186,579
B,Strix,aluco,10.088,409.6
B,Strix,aluco,9.95,422
B,Strix,aluco,9.537,423
B,Strix,aluco,9.55,369.5
B,Strix,aluco,9.08,419.5
B,Strix,aluco,10.39,428.5
B,Strix,aluco,8.269,290
B,Strix,aluco,7.731,416.6
B,Strix,aluco,9.29,494
B,Strix,aluco,9.02,489.5
B,Strix,aluco,7.831,416.216
B,Strix,aluco,8.9,457
B,Strix,aluco,8.772,458
B,Strix,aluco,8.11,283.8
B,Strix,aluco,8.98,457.4
B,Strix,aluco,9.57,546.5
B,Strix,aluco,8.57,483
B,Amandava,amandava,0.45,6.2
B,Amandava,amandava,0.42,5.2
B,Amandava,amandava,0.52,6.7
B,Amazona,amazonica,7.71,248.2
B,Amazona,amazonica,7.561,376.34
B,Amazona,amazonica,8.3,284.7
B,Amazona,amazonica,9.26,321
B,Amazona,amazonica,8.1,380.6
B,Carduelis,ambigua,0.62,13.5
B,Carduelis,ambigua,0.614,15.028
B,Carduelis,ambigua,0.594,16.439
B,Carduelis,ambigua,0.7,14.7
B,Ramphastos,ambiguus,5.5,545.5
B,Alisterus,amboinensis,4.307,199.05
B,Alisterus,amboinensis,4.055,201.31
B,Alisterus,amboinensis,4.091,225.79
B,Alisterus,amboinensis,4.009,185.25
B,Alisterus,amboinensis,4.773,166.8
B,Alisterus,amboinensis,3.976,186.76
B,Mycteria,americana,14.85,1955.3
B,Sporophila,americana,0.578,9.324
B,Chrysolophus,amherstiae,3.779,560
B,Chrysolophus,amherstiae,3.6,806
B,Chrysolophus,amherstiae,3.51,865
B,Mino,anais,2.2,147.08
B,Catamenia,analis,0.55,8.98
B,Anhinga,anhinga,4.55,610
B,Anhinga,anhinga,4.23,560
B,Anhinga,anhinga,4.45,1040
B,Crotophaga,ani,1.458,73.095
B,Anser,anser,12.72,4000
B,Anser,anser,13.216,3900
B,Anser,anser,11.913,5000
B,Anser,anser,10.25,4000
B,Polytelis,anthopeplus,3.55,158.6
B,Polytelis,anthopeplus,3.25,148.2
B,Polytelis,anthopeplus,3.354,150.591
B,Polytelis,anthopeplus,2.786,173.047
B,Synthliboramphus,antiquus,2.079,175.84
B,Merops,apiaster,0.732,55.579
B,Merops,apiaster,0.842,57.244
B,Pernis,apivorus,7.641,881
B,Pluvialis,apricaria,2.2,193.1
B,Pluvialis,apricaria,2.28,237.6
B,Pluvialis,apricaria,2.36,199.2
B,Apus,apus,0.62,33.93
B,Apus,apus,0.7,47.8
B,Apus,apus,0.75,46.95
B,Apus,apus,0.58,40.01
B,Apus,apus,0.673,28.65
B,Apus,apus,0.62,42.6
B,Apus,apus,0.551,23.32
B,Apus,apus,0.914,44.82
B,Apus,apus,0.599,26.56
B,Apus,apus,0.73,38.6
B,Rallus,aquaticus,1.58,101.2
B,Rallus,aquaticus,1.58,121.9
B,Rallus,aquaticus,1.44,133.7
B,Rallus,aquaticus,1.904,133.146
B,Rallus,aquaticus,1.634,96.643
B,Rallus,aquaticus,1.751,126.257
B,Rallus,aquaticus,1.7,117.1
B,Fregata,aquila,9.45,1405
B,Pteroglossus,aracari,3.45,274.5
B,Pteroglossus,aracari,3.3,271
B,Pteroglossus,aracari,3.6,256
B,Ara,ararauna,15.9,625
B,Ara,ararauna,20.9,929
B,Fratercula,arctica,4.2,318.5
B,Fratercula,arctica,3.9,385.5
B,Fratercula,arctica,3.55,382.5
B,Leucosticte,arctoa,0.879,25.932
B,Larus,argentatus,6.077,522
B,Larus,argentatus,6.87,1180
B,Larus,argentatus,5.08,535
B,Larus,argentatus,7.35,748
B,Larus,argentatus,7.02,1145
B,Leiothrix,argentauris,0.9,24.6
B,Leiothrix,argentauris,0.946,28.265
B,Leiothrix,argentauris,0.85,28.05
B,Leiothrix,argentauris,0.99,22.6
B,Leiothrix,argentauris,1.02,20.6
B,Leiothrix,argentauris,1.13,21.35
B,Leiothrix,argentauris,1.08,20.3
B,Leiothrix,argentauris,1.1,26.4
B,Leiothrix,argentauris,1.08,20.3
B,Leiothrix,argentauris,0.98,23.3
B,Leiothrix,argentauris,1.1,26.4
B,Argusianus,argus,5.591,1965
B,Vanellus,armatus,2.07,63.1
B,Vanellus,armatus,2.09,128.9
B,Numenius,arquata,4.664,735
B,Acrocephalus,arundinaceus,0.87,23.95
B,Alauda,arvensis,0.836,46.58
B,Alauda,arvensis,0.797,30.23
B,Alauda,arvensis,0.91,38
B,Alauda,arvensis,0.84,47.52
B,Alauda,arvensis,0.902,39.78
B,Alauda,arvensis,0.87,40.97
B,Alauda,arvensis,1.08,44.2
B,Alauda,arvensis,1,37.4
B,Alauda,arvensis,0.943,45.14
B,Alauda,arvensis,0.95,28.38
B,Alauda,arvensis,0.927,41.39
B,Alauda,arvensis,0.98,40.7
B,Alauda,arvensis,0.7,21.9
B,Zenaida,asiatica,1.433,126.099
B,Megalaima,asiatica,1.5,84.2
B,Megalaima,asiatica,1.78,113.6
B,Megascops,asio,5.6,129.8
B,Mirafra,assamica,0.88,29
B,Molothrus,ater,2.693,66
B,Parus,ater,0.55,7.3
B,Parus,ater,0.575,7.9
B,Parus,ater,0.563,9.834
B,Parus,ater,0.47,9.476
B,Probosciger,aterrimus,17.157,995
B,Fulica,atra,3.097,440.754
B,Fulica,atra,2.625,695
B,Fulica,atra,3.441,765
B,Fulica,atra,3.26,730
B,Fulica,atra,3.418,805
B,Fulica,atra,3.559,765
B,Fulica,atra,2.9,362.25
B,Fulica,atra,3.08,656
B,Fulica,atra,3.42,511.8
B,Fulica,atra,3.45,542.2
B,Fulica,atra,3.51,1047
B,Chalcopsitta,atra,5.335,240.153
B,Sylvia,atricapilla,0.536,17.487
B,Sylvia,atricapilla,0.53,20.694
B,Sylvia,atricapilla,0.45,21.38
B,Sylvia,atricapilla,0.62,18.84
B,Sylvia,atricapilla,0.482,18.904
B,Sylvia,atricapilla,0.596,21.944
B,Sylvia,atricapilla,0.656,19.18
B,Sylvia,atricapilla,0.622,15.858
B,Sylvia,atricapilla,0.59,17.1
B,Sylvia,atricapilla,0.68,18.3
B,Sylvia,atricapilla,0.616,16.674
B,Sylvia,atricapilla,0.585,17.434
B,Sylvia,atricapilla,0.573,17.2
B,Sylvia,atricapilla,0.569,19.651
B,Sylvia,atricapilla,0.572,17.929
B,Sylvia,atricapilla,0.55,19.3
B,Sylvia,atricapilla,0.689,16.812
B,Sylvia,atricapilla,0.66,17.2
B,Sylvia,atricapilla,0.7,18.8
B,Sylvia,atricapilla,0.575,18.769
B,Sylvia,atricapilla,0.7,16.2
B,Sylvia,atricapilla,0.595,17.212
B,Sylvia,atricapilla,0.62,18.415
B,Sylvia,atricapilla,0.58,18.7
B,Sylvia,atricapilla,0.5,20.1
B,Sylvia,atricapilla,0.555,17.543
B,Sylvia,atricapilla,0.45,14.124
B,Sylvia,atricapilla,0.7,16
B,Sylvia,atricapilla,0.586,18.87
B,Sylvia,atricapilla,0.627,17.267
B,Sylvia,atricapilla,0.576,16.547
B,Sylvia,atricapilla,0.626,18.498
B,Sylvia,atricapilla,0.56,25.65
B,Sylvia,atricapilla,0.75,12.9
B,Zosterops,atricapilla,0.32,6.15
B,Parus,atricapillus,0.686,10.88
B,Hypergerus,atriceps,0.92,24.7
B,Alcedo,atthis,0.86,43.46
B,Alcedo,atthis,0.755,40.03
B,Alcedo,atthis,0.85,43.3
B,Alcedo,atthis,0.762,36.71
B,Alcedo,atthis,0.762,36.71
B,Alcedo,atthis,0.879,33.72
B,Alcedo,atthis,0.754,48.04
B,Alcedo,atthis,0.85,43.2
B,Alcedo,atthis,0.841,39.4
B,Alcedo,atthis,0.748,33.76
B,Alcedo,atthis,0.85,37.4
B,Alcedo,atthis,0.801,42.8
B,Alcedo,atthis,0.8,38.4
B,Alcedo,atthis,0.701,34.3
B,Alcedo,atthis,0.8,38.2
B,Alcedo,atthis,0.724,37.03
B,Alcedo,atthis,0.766,29.65
B,Alcedo,atthis,0.775,41.39
B,Alcedo,atthis,0.837,38.27
B,Alcedo,atthis,0.801,38.51
B,Alcedo,atthis,0.746,43.06
B,Alcedo,atthis,0.756,34.42
B,Alcedo,atthis,0.89,35.2
B,Alcedo,atthis,0.65,36.5
B,Cathartes,aura,9.3,494
B,Cathartes,aura,11.6,2381.4
B,Cathartes,aura,9.85,1530
B,Cathartes,aura,10.8,2065
B,Saltator,aurantiirostris,1.4,30
B,Emberiza,aureola,0.71,17.12
B,Pheucticus,aureoventris,1.47,49.8
B,Aratinga,auricapillus,4.86,103.8
B,Cyanoramphus,auriceps,2.7,50.1
B,Cyanoramphus,auriceps,3.03,49.45
B,Amazona,auropalliata,8.407,501
B,Phoenicurus,auroreus,0.6,11.6
B,Phoenicurus,auroreus,0.574,10.797
B,Phoenicurus,auroreus,0.6,12
B,Phoenicurus,auroreus,0.55,12
B,Amazona,autumnalis,7.89,392.97
B,Amazona,autumnalis,6.86,312.99
B,Recurvirostra,avosetta,1.93,201
B,Pteroglossus,bailloni,2.91,149.5
B,Pteroglossus,bailloni,2.73,168
B,Pteroglossus,bailloni,3.07,188.1
B,Alectoris,barbara,2.013,184.84
B,Pycnonotus,barbatus,0.88,50.8
B,Pycnonotus,barbatus,0.88,50.8
B,Cyanocorax,beecheii,3.219,130.83
B,Centropus,bengalensis,1.834,151.674
B,Uraeginthus,bengalus,0.414,7.323
B,Uraeginthus,bengalus,0.404,7.544
B,Uraeginthus,bengalus,0.411,6.993
B,Uraeginthus,bengalus,0.406,7.503
B,Uraeginthus,bengalus,0.47,10.3
B,Uraeginthus,bengalus,0.388,7.997
B,Uraeginthus,bengalus,0.282,6.81
B,Uraeginthus,bengalus,0.264,7.543
B,Uraeginthus,bengalus,0.461,7.016
B,Uraeginthus,bengalus,0.412,7.95
B,Uraeginthus,bengalus,0.416,7.06
B,Branta,bernicla,6.069,980
B,Branta,bernicla,6.041,1340
B,Branta,bernicla,6.041,1340
B,Branta,bernicla,6.22,1580
B,Anthus,berthelotii,0.5,15.15
B,Anthus,berthelotii,0.42,16.35
B,Anthus,berthelotii,0.55,16.1
B,Panurus,biarmicus,0.55,14.2
B,Panurus,biarmicus,0.58,15.65
B,Panurus,biarmicus,0.57,10.7
B,Panurus,biarmicus,0.542,12.173
B,Panurus,biarmicus,0.498,13.22
B,Panurus,biarmicus,0.541,13.736
B,Panurus,biarmicus,0.587,15.315
B,Panurus,biarmicus,0.435,13.649
B,Panurus,biarmicus,0.65,15.66
B,Panurus,biarmicus,0.58,15.3
B,Panurus,biarmicus,0.5,15.4
B,Panurus,biarmicus,0.5,15.4
B,Panurus,biarmicus,0.54,12.261
B,Panurus,biarmicus,0.545,12.983
B,Dendrocygna,bicolor,4.68,480
B,Dendrocygna,bicolor,4.794,495
B,Lonchura,bicolor,0.46,9.67
B,Lonchura,bicolor,0.41,9.7
B,Nigrita,bicolor,0.41,14.18
B,Pogoniulus,bilineatus,0.436,11.494
B,Eremophila,bilopha,0.93,24.4
B,Molothrus,bonariensis,1.28,37.2
B,Thraupis,bonariensis,0.98,28.3
B,Bonasa,bonasia,1.926,397.14
B,Bonasa,bonasia,1.835,383.872
B,Sylvia,borin,0.4,17.7
B,Sylvia,borin,0.7,19.9
B,Sylvia,borin,0.66,19
B,Sylvia,borin,0.61,16.1
B,Sylvia,borin,0.63,22.261
B,Sylvia,borin,0.534,16.909
B,Sylvia,borin,0.58,19.687
B,Sylvia,borin,0.61,18.8
B,Sylvia,borin,0.388,17.585
B,Neopsephotus,bourkii,1.3,36.1
B,Certhia,brachydactyla,0.388,9.301
B,Certhia,brachydactyla,0.53,8.1
B,Corvus,brachyrhynchos,6.026,257.055
B,Corvus,brachyrhynchos,6.372,253.532
B,Corvus,brachyrhynchos,9.3,337
B,Corvus,brachyrhynchos,7.3,302
B,Corvus,brachyrhynchos,7.75,341
B,Corvus,brachyrhynchos,7.55,352
B,Corvus,brachyrhynchos,9.3,359
B,Corvus,brachyrhynchos,8.9,440
B,Corvus,brachyrhynchos,8.55,459.2
B,Pitta,brachyura,1.55,59
B,Amazona,brasiliensis,7.818,341.7
B,Amazona,brasiliensis,7.099,264.62
B,Turtur,brehmeri,1.115,114.383
B,Heteroscelus,brevipes,1.26,123.92
B,Pericrocotus,brevirostris,0.629,9.16
B,Yuhina,brunneiceps,0.51,13.72
B,Bubo,bubo,16.565,3000
B,Bubo,bubo,11.932,2600
B,Bubo,bubo,15.601,2290
B,Bubo,bubo,17.187,3000
B,Bubo,bubo,15.952,2395
B,Bubo,bubo,19.4,3023
B,Bubo,bubo,17.632,2000
B,Bubo,bubo,18.155,2000
B,Serinus,burtoni,1.035,21.625
B,Serinus,burtoni,1.25,33.4
B,Serinus,burtoni,0.977,22.757
B,Serinus,burtoni,1.06,23.505
B,Serinus,burtoni,0.884,25.984
B,Serinus,burtoni,1.155,26.674
B,Serinus,burtoni,1.17,25.8
B,Buteo,buteo,7.757,905
B,Buteo,buteo,8.04,665
B,Buteo,buteo,8,1090
B,Buteo,buteo,8.224,672
B,Buteo,buteo,7.05,1110
B,Buteo,buteo,8.267,797
B,Buteo,buteo,7.58,616
B,Buteo,buteo,7.965,865
B,Buteo,buteo,7.982,834
B,Buteo,buteo,7.982,834
B,Buteo,buteo,7.8,933
B,Buteo,buteo,7.969,852.5
B,Buteo,buteo,8.37,976
B,Buteo,buteo,8.252,914
B,Buteo,buteo,7.787,559
B,Buteo,buteo,8.5,1080.5
B,Buteo,buteo,7.38,991
B,Buteo,buteo,7.61,627.7
B,Buteo,buteo,7.8,764
B,Buteo,buteo,8.77,944
B,Buteo,buteo,8,747
B,Buteo,buteo,7.917,859.5
B,Buteo,buteo,8.242,1015
B,Buteo,buteo,7.528,709
B,Buteo,buteo,7.35,777.3
B,Buteo,buteo,8.09,1100
B,Buteo,buteo,8.066,1143
B,Buteo,buteo,7.72,813
B,Buteo,buteo,7.951,1020
B,Buteo,buteo,8.19,1153
B,Buteo,buteo,7.97,671.6
B,Buteo,buteo,8.133,945
B,Buteo,buteo,8.101,843
B,Buteo,buteo,7.42,760.5
B,Buteo,buteo,8.169,1062
B,Buteo,buteo,7.815,517
B,Buteo,buteo,7.65,769.3
B,Buteo,buteo,7.22,1245
B,Buteo,buteo,7.66,821.3
B,Buteo,buteo,8.347,740
B,Buteo,buteo,8.3,678
B,Buteo,buteo,8.026,1100
B,Buteo,buteo,8.026,1100
B,Buteo,buteo,7.535,900
B,Buteo,buteo,7.998,960
B,Buteo,buteo,8,781
B,Buteo,buteo,7.73,1037.8
B,Buteo,buteo,8.26,564.2
B,Buteo,buteo,8.38,942
B,Buteo,buteo,7.29,883
B,Buteo,buteo,7.8,939
B,Buteo,buteo,7.71,714
B,Buteo,buteo,7.77,746
B,Buteo,buteo,6.923,736
B,Buteo,buteo,7.951,599
B,Buteo,buteo,7.951,599
B,Buteo,buteo,8.796,787
B,Buteo,buteo,8.45,844
B,Buteo,buteo,8.157,450
B,Buteo,buteo,8.308,849.5
B,Buteo,buteo,8.38,683
B,Buteo,buteo,7.943,717
B,Buteo,buteo,7.463,428
B,Buteo,buteo,7.4,516.4
B,Buteo,buteo,7.6,941
B,Buteo,buteo,7.228,493
B,Buteo,buteo,8.15,722.5
B,Buteo,buteo,7.473,741
B,Buteo,buteo,8.059,573
B,Buteo,buteo,8.706,727
B,Buteo,buteo,7.61,832
B,Buteo,buteo,9,865.2
B,Buteo,buteo,8.271,671
B,Buteo,buteo,7.106,492.5
B,Buteo,buteo,7.695,811
B,Buteo,buteo,8.45,728.5
B,Buteo,buteo,7.5,814.5
B,Buteo,buteo,6.94,660.5
B,Buteo,buteo,7.92,488
B,Buteo,buteo,8.237,815
B,Buteo,buteo,7.2,460
B,Buteo,buteo,7.669,473
B,Buteo,buteo,7.95,636
B,Buteo,buteo,7.842,705
B,Buteo,buteo,7.842,705
B,Buteo,buteo,8.388,581
B,Buteo,buteo,7.8,766.5
B,Buteo,buteo,9.494,510
B,Buteo,buteo,7.9,512
B,Buteo,buteo,8.104,565
B,Buteo,buteo,8.445,829
B,Buteo,buteo,7.9,853.5
B,Buteo,buteo,8.4,517.2
B,Buteo,buteo,8.727,533
B,Buteo,buteo,7.1,637.8
B,Buteo,buteo,7.45,730
B,Buteo,buteo,8.437,900
B,Buteo,buteo,8.011,610
B,Buteo,buteo,8.478,875
B,Buteo,buteo,8.12,736.2
B,Buteo,buteo,8.022,663
B,Buteo,buteo,7.924,840
B,Buteo,buteo,8,674.5
B,Buteo,buteo,8.355,651.5
B,Buteo,buteo,8.3,683
B,Buteo,buteo,7.595,483
B,Buteo,buteo,8.341,764
B,Buteo,buteo,7.7,723.2
B,Buteo,buteo,7.5,466
B,Buteo,buteo,7.7,488.6
B,Buteo,buteo,8.3,792
B,Buteo,buteo,8.3,731
B,Buteo,buteo,8.775,531
B,Buteo,buteo,7.35,901
B,Buteo,buteo,6.957,487
B,Buteo,buteo,8.248,394
B,Buteo,buteo,8.108,623
B,Buteo,buteo,7.347,693
B,Buteo,buteo,7.347,693
B,Buteo,buteo,8,684.5
B,Buteo,buteo,7.463,600
B,Buteo,buteo,7.6,1045
B,Buteo,buteo,8.95,478.5
B,Buteo,buteo,7.7,649.2
B,Buteo,buteo,8.2,677.5
B,Buteo,buteo,8.18,699
B,Buteo,buteo,7.75,786
B,Buteo,buteo,7.32,807
B,Buteo,buteo,8.007,877
B,Buteo,buteo,7.969,845
B,Buteo,buteo,7.357,890
B,Buteo,buteo,7.301,672
B,Buteo,buteo,7.912,845
B,Buteo,buteo,7.9,558
B,Larus,cachinnans,5.705,1190
B,Larus,cachinnans,6.202,780
B,Larus,cachinnans,6.547,795
B,Passerina,caerulea,0.908,22.89
B,Egretta,caerulea,3.7,178.5
B,Egretta,caerulea,3.78,401
B,Estrilda,caerulescens,0.41,7.1
B,Sporophila,caerulescens,0.45,7.5
B,Parus,caeruleus,0.68,11
B,Parus,caeruleus,0.577,13.624
B,Parus,caeruleus,0.641,11.308
B,Parus,caeruleus,0.559,10.731
B,Parus,caeruleus,0.563,13.415
B,Parus,caeruleus,0.614,10.749
B,Parus,caeruleus,0.639,11.535
B,Parus,caeruleus,0.57,10.38
B,Parus,caeruleus,0.67,11
B,Parus,caeruleus,0.62,9.7
B,Parus,caeruleus,0.604,11.685
B,Parus,caeruleus,0.58,11.2
B,Parus,caeruleus,0.7,11.17
B,Parus,caeruleus,0.564,10.724
B,Parus,caeruleus,0.592,11.316
B,Parus,caeruleus,0.678,10.682
B,Parus,caeruleus,0.65,11.43
B,Parus,caeruleus,0.593,11.939
B,Parus,caeruleus,0.566,10.787
B,Parus,caeruleus,0.6,11.6
B,Parus,caeruleus,0.653,11.739
B,Parus,caeruleus,0.578,11.451
B,Parus,caeruleus,0.554,10.112
B,Parus,caeruleus,0.45,10.9
B,Cyanerpes,caeruleus,0.468,10.05
B,Cyanerpes,caeruleus,0.48,9.4
B,Bucorvus,cafer,26.25,2150
B,Bucorvus,cafer,31.6,2670
B,Pycnonotus,cafer,1.1,24.445
B,Miliaria,calandra,1.149,53.314
B,Miliaria,calandra,1.323,52.955
B,Miliaria,calandra,1.2,61.7
B,Miliaria,calandra,1.075,53.906
B,Platycercus,caledonicus,3.48,91.1
B,Platycercus,caledonicus,3.75,148.2
B,Platycercus,caledonicus,4.181,154.947
B,Callipepla,californica,1.142,110.811
B,Callipepla,californica,1.352,118.211
B,Callipepla,californica,1.056,154.527
B,Callipepla,californica,0.98,127
B,Callipepla,californica,1.5,102
B,Callipepla,californica,1.22,151.8
B,Luscinia,calliope,0.7,14.1
B,Luscinia,calliope,0.7,29
B,Struthio,camelus,4.47,75000
B,Struthio,camelus,42.11,123000
B,Colaptes,campestris,3.67,182.4
B,Grus,canadensis,8.58,1651
B,Perisoreus,canadensis,2.815,74.675
B,Serinus,canaria,0.564,15.3
B,Serinus,canaria,0.848,17.1
B,Serinus,canicollis,0.453,17.893
B,Serinus,canicollis,0.545,11.428
B,Carduelis,cannabina,0.631,18.363
B,Carduelis,cannabina,0.654,18.391
B,Carduelis,cannabina,0.69,19.98
B,Carduelis,cannabina,0.7,16.9
B,Carduelis,cannabina,0.71,18.8
B,Carduelis,cannabina,0.662,18.762
B,Carduelis,cannabina,0.7,20.3
B,Carduelis,cannabina,0.6,19.9
B,Carduelis,cannabina,0.588,18.985
B,Carduelis,cannabina,0.676,20.074
B,Carduelis,cannabina,0.585,19.616
B,Carduelis,cannabina,0.47,18.2
B,Carduelis,cannabina,0.7,18.3
B,Carduelis,cannabina,0.72,19.1
B,Carduelis,cannabina,0.6,17.7
B,Carduelis,cannabina,0.69,18
B,Carduelis,cannabina,0.78,18.2
B,Carduelis,cannabina,0.6,20.6
B,Carduelis,cannabina,0.69,16.8
B,Cuculus,canorus,1.466,90.253
B,Cuculus,canorus,1.33,89.8
B,Cuculus,canorus,1.507,96.53
B,Cuculus,canorus,1.381,93.535
B,Cuculus,canorus,1.51,115.6
B,Cuculus,canorus,1.5,127
B,Cuculus,canorus,1.49,113.3
B,Lonchura,cantans,0.45,9.2
B,Larus,canus,3.767,412
B,Larus,canus,4.019,422
B,Larus,canus,4.044,279.724
B,Larus,canus,4.32,278.2
B,Larus,canus,3.84,335.7
B,Larus,canus,4.561,420
B,Larus,canus,4.489,404.101
B,Larus,canus,4.1,470.5
B,Calidris,canutus,1.3,166
B,Oena,capensis,0.457,38.803
B,Oena,capensis,0.501,34.02
B,Oena,capensis,0.487,33.883
B,Zonotrichia,capensis,0.72,15.6
B,Zonotrichia,capensis,0.87,22
B,Heterophasia,capistrata,1.22,51.2
B,Serinus,capistratus,0.537,7.979
B,Paroaria,capitata,0.85,14.9
B,Phalacrocorax,carbo,9.627,1560
B,Phalacrocorax,carbo,12.531,2070
B,Phalacrocorax,carbo,12.517,1940
B,Phalacrocorax,carbo,10.7,1560
B,Phalacrocorax,carbo,10.636,1510
B,Phalacrocorax,carbo,10.5,1920
B,Phalacrocorax,carbo,9.97,2020
B,Phalacrocorax,carbo,9.479,1900
B,Phalacrocorax,carbo,9.741,2025
B,Phalacrocorax,carbo,8.38,2800
B,Cardinalis,cardinalis,1.45,43.5
B,Cardinalis,cardinalis,1.365,21.931
B,Cardinalis,cardinalis,1.365,21.931
B,Cardinalis,cardinalis,1.44,30.319
B,Cardinalis,cardinalis,1.124,30.625
B,Cardinalis,cardinalis,1.219,33.969
B,Carduelis,carduelis,0.522,11.163
B,Carduelis,carduelis,0.7,13.7
B,Carduelis,carduelis,0.6,16.95
B,Carduelis,carduelis,0.586,21.555
B,Carduelis,carduelis,0.619,19.018
B,Carduelis,carduelis,0.622,16.067
B,Carduelis,carduelis,0.679,12.881
B,Carduelis,carduelis,0.638,16.613
B,Carduelis,carduelis,0.638,16.613
B,Carduelis,carduelis,0.72,18.3
B,Carduelis,carduelis,0.495,18.738
B,Carduelis,carduelis,0.554,15.154
B,Carduelis,carduelis,0.6,12.7
B,Carduelis,carduelis,0.58,14.7
B,Carduelis,carduelis,0.54,14.701
B,Carduelis,carduelis,0.44,12.05
B,Carduelis,carduelis,0.5,13.5
B,Carduelis,carduelis,0.53,12.25
B,Carduelis,carduelis,0.43,14.49
B,Carduelis,carduelis,0.68,12.85
B,Carduelis,carduelis,0.7,17.85
B,Carduelis,carduelis,0.48,15.6
B,Carduelis,carduelis,0.63,16.8
B,Carduelis,carduelis,0.45,13.1
B,Carduelis,carduelis,0.55,15.95
B,Carduelis,carduelis,0.59,17.75
B,Carduelis,carduelis,0.59,16.9
B,Carduelis,carduelis,0.64,16.85
B,Carduelis,carduelis,0.75,15.7
B,Carduelis,carduelis,0.549,12.456
B,Carduelis,carduelis,0.455,14.684
B,Carduelis,carduelis,0.549,11.978
B,Carduelis,carduelis,0.563,13.08
B,Mycerobas,carnipes,1.542,46.665
B,Mycerobas,carnipes,1.872,47.578
B,Mycerobas,carnipes,2.031,48.038
B,Mycerobas,carnipes,1.96,43.2
B,Mycerobas,carnipes,1.9,51.05
B,Dumetella,carolinensis,1.412,33
B,Melanerpes,carolinus,2.185,74
B,Nucifraga,caryocatactes,5.58,183
B,Nucifraga,caryocatactes,6.06,204.5
B,Sterna,caspia,4.374,540
B,Sporophila,castaneiventris,0.37,7.7
B,Lonchura,castaneothorax,0.52,7.98
B,Lonchura,castaneothorax,0.59,11.63
B,Lonchura,castaneothorax,0.65,14.12
B,Lonchura,castaneothorax,0.47,8.9
B,Coracias,caudatus,2.65,83.5
B,Coracias,caudatus,2.338,110.473
B,Aegithalos,caudatus,9.414,7.83
B,Aegithalos,caudatus,0.412,7.29
B,Aegithalos,caudatus,0.455,6.8
B,Aegithalos,caudatus,0.384,6.88
B,Aegithalos,caudatus,0.449,8.85
B,Aegithalos,caudatus,0.432,8.01
B,Aegithalos,caudatus,0.369,6.91
B,Aegithalos,caudatus,0.379,6.89
B,Aegithalos,caudatus,0.461,8.22
B,Dacnis,cayana,0.52,12.95
B,Dacnis,cayana,0.39,13.3
B,Lamprotornis,chalybaeus,1.4,55.3
B,Vidua,chalybeata,0.546,9.589
B,Vidua,chalybeata,0.488,8.268
B,Vidua,chalybeata,0.48,8.9
B,Vidua,chalybeata,0.55,9.2
B,Plegadis,chihi,4.6,301
